ngram,f,a,m,sd
explore this,2,2,1.0,0.0
firsthand .,2,2,1.0,0.0
as waste,2,2,1.0,0.0
to education,3,2,1.5,0.5
connected with,2,2,1.0,0.0
knowledge about,2,2,1.0,0.0
", composting",2,2,1.0,0.0
composting techniques,2,2,1.0,0.0
the bond,2,2,1.0,0.0
a collective,3,2,1.5,0.5
of responsibility,3,2,1.5,0.5
. harmony,2,2,1.0,0.0
", located",2,2,1.0,0.0
strategies for,2,2,1.0,0.0
for cultivating,2,2,1.0,0.0
of technological,2,2,1.0,0.0
innovation as,3,2,1.5,0.5
accessibility for,2,2,1.0,0.0
improved patient,2,2,1.0,0.0
patient outcomes,2,2,1.0,0.0
outcomes and,2,2,1.0,0.0
synthesis of,2,2,1.0,0.0
of novel,2,2,1.0,0.0
further enhanced,3,2,1.5,0.5
ongoing efforts,2,2,1.0,0.0
radiation .,2,2,1.0,0.0
the long-term,2,2,1.0,0.0
's sustainability,2,2,1.0,0.0
sustainability initiatives,3,2,1.5,0.5
"grew ,",3,2,1.5,0.5
further into,3,2,1.5,0.5
coexist in,2,2,1.0,0.0
"project ,",3,2,1.5,0.5
"reduction ,",2,2,1.0,0.0
energy efficiency,6,2,3.0,1.0
"improvements ,",2,2,1.0,0.0
discarded materials,2,2,1.0,0.0
foster connections,2,2,1.0,0.0
in traditional,2,2,1.0,0.0
while adapting,2,2,1.0,0.0
towards becoming,2,2,1.0,0.0
global leader,2,2,1.0,0.0
for others,3,2,1.5,0.5
seeking ways,2,2,1.0,0.0
and guided,2,2,1.0,0.0
nuclear fusion,3,2,1.5,0.5
fusion reactors,3,2,1.5,0.5
initiatives like,2,2,1.0,0.0
born from,2,2,1.0,0.0
on environmental,4,2,2.0,1.0
collaborates with,2,2,1.0,0.0
botanists from,2,2,1.0,0.0
species in,2,2,1.0,0.0
in guiding,2,2,1.0,0.0
for wildlife,2,2,1.0,0.0
wildlife while,2,2,1.0,0.0
on quality,2,2,1.0,0.0
systems for,2,2,1.0,0.0
moon or,4,2,2.0,1.0
or mars,4,2,2.0,1.0
transportation networks,3,2,1.5,0.5
share insights,2,2,1.0,0.0
"insights ,",2,2,1.0,0.0
harmoniously within,2,2,1.0,0.0
within urban,7,2,3.5,2.5
once again,2,2,1.0,0.0
developing innovative,2,2,1.0,0.0
and early,4,2,2.0,1.0
early warning,2,2,1.0,0.0
other colonies,2,2,1.0,0.0
galaxy –,3,2,1.5,0.5
thus far,3,2,1.5,0.5
overall efficiency,3,2,1.5,0.5
"safety ,",2,2,1.0,0.0
and comfort,2,2,1.0,0.0
"panels ,",3,2,1.5,0.5
and nuclear,3,2,1.5,0.5
responsibility alongside,2,2,1.0,0.0
'' is,2,2,1.0,0.0
council members,2,2,1.0,0.0
with potential,2,2,1.0,0.0
as architecture,2,2,1.0,0.0
conservation .,3,2,1.5,0.5
within individual,3,2,1.5,0.5
and green,2,2,1.0,0.0
facilities .,2,2,1.0,0.0
areas such,2,2,1.0,0.0
and low,2,2,1.0,0.0
prioritize environmental,2,2,1.0,0.0
. aware,2,2,1.0,0.0
aware of,2,2,1.0,0.0
mental health,4,2,2.0,1.0
is within,2,2,1.0,0.0
'' -,3,2,1.5,0.5
advanced energy,4,2,2.0,1.0
. consequently,3,2,1.5,0.5
"consequently ,",3,2,1.5,0.5
more reliable,2,2,1.0,0.0
and cost-effective,2,2,1.0,0.0
. transportation,2,2,1.0,0.0
of electric,2,2,1.0,0.0
times .,2,2,1.0,0.0
technology further,2,2,1.0,0.0
progress toward,2,2,1.0,0.0
strategic partnerships,2,2,1.0,0.0
dedicated solenly,2,2,1.0,0.0
solenly to,2,2,1.0,0.0
shared vision,3,2,1.5,0.5
communities that,2,2,1.0,0.0
urban development,4,2,2.0,0.0
"entities ,",2,2,1.0,0.0
communities but,4,2,2.0,1.0
offering residents,2,2,1.0,0.0
and reflection,2,2,1.0,0.0
reflection on,2,2,1.0,0.0
their connection,2,2,1.0,0.0
this expansion,3,2,1.5,0.5
of collaborative,2,2,1.0,0.0
minds with,2,2,1.0,0.0
the rising,2,2,1.0,0.0
at creating,2,2,1.0,0.0
safe havens,2,2,1.0,0.0
"groups ,",2,2,1.0,0.0
to strengthen,2,2,1.0,0.0
the interconnected,2,2,1.0,0.0
that followed,2,2,1.0,0.0
"followed ,",2,2,1.0,0.0
international space,2,2,1.0,0.0
while reinforcing,2,2,1.0,0.0
's example,2,2,1.0,0.0
remarkable achievements,3,2,1.5,0.5
residents from,5,2,2.5,1.5
all walks,3,2,1.5,0.5
walks of,3,2,1.5,0.5
a comprehensive,2,2,1.0,0.0
cultural events,2,2,1.0,0.0
technological innovations,4,2,2.0,0.0
"pass ,",2,2,1.0,0.0
entities have,2,2,1.0,0.0
their achievements,3,2,1.5,0.5
an invitation,2,2,1.0,0.0
seamlessly blend,2,2,1.0,0.0
an exchange,2,2,1.0,0.0
program aimed,2,2,1.0,0.0
students worldwide,2,2,1.0,0.0
to unlocking,2,2,1.0,0.0
its full,4,2,2.0,1.0
these international,2,2,1.0,0.0
collaborations and,2,2,1.0,0.0
education .,3,2,1.5,0.5
began integrating,2,2,1.0,0.0
and services,2,2,1.0,0.0
production with,2,2,1.0,0.0
influence grew,2,2,1.0,0.0
acknowledging the,2,2,1.0,0.0
was established,3,2,1.5,0.5
to cutting-edge,2,2,1.0,0.0
the rich,2,2,1.0,0.0
ambitious initiative,2,2,1.0,0.0
public spaces,2,2,1.0,0.0
of art,2,2,1.0,0.0
has now,2,2,1.0,0.0
an exemplar,2,2,1.0,0.0
cities worldwide,4,2,2.0,0.0
conference on,2,2,1.0,0.0
international experts,5,2,2.5,1.5
and ideas,2,2,1.0,0.0
ideas that,2,2,1.0,0.0
further bolster,2,2,1.0,0.0
community of,2,2,1.0,0.0
specialized in,2,2,1.0,0.0
harnessing solar,2,2,1.0,0.0
effectively .,2,2,1.0,0.0
this initiative,2,2,1.0,0.0
spaces .,2,2,1.0,0.0
`` global,3,2,1.5,0.5
delegates from,3,2,1.5,0.5
"innovations ,",2,2,1.0,0.0
that contribute,2,2,1.0,0.0
towards earth,4,2,2.0,1.0
while preserving,3,2,1.5,0.5
preserving natural,2,2,1.0,0.0
natural habitats,2,2,1.0,0.0
through integrated,2,2,1.0,0.0
green roofs,2,2,1.0,0.0
"roofs ,",2,2,1.0,0.0
", vertical",2,2,1.0,0.0
health of,2,2,1.0,0.0
the resulting,2,2,1.0,0.0
local artists,2,2,1.0,0.0
surroundings .,2,2,1.0,0.0
interest among,2,2,1.0,0.0
will enable,2,2,1.0,0.0
comprising members,2,2,1.0,0.0
across their,2,2,1.0,0.0
reflected the,2,2,1.0,0.0
to inclusivity,2,2,1.0,0.0
also strengthened,2,2,1.0,0.0
harnessing this,2,2,1.0,0.0
vast potential,3,2,1.5,0.5
bright with,2,2,1.0,0.0
way towards,2,2,1.0,0.0
"sustainable ,",2,2,1.0,0.0
advanced civilization,2,2,1.0,0.0
their quest,2,2,1.0,0.0
does its,3,2,1.5,0.5
influence on,2,2,1.0,0.0
our commitment,3,2,1.5,0.5
harmony between,2,2,1.0,0.0
these new,2,2,1.0,0.0
new partnerships,2,2,1.0,0.0
an influx,2,2,1.0,0.0
and expanding,2,2,1.0,0.0
to neighboring,3,2,1.5,0.5
utilized for,2,2,1.0,0.0
and waste,2,2,1.0,0.0
leads to,2,2,1.0,0.0
a surge,2,2,1.0,0.0
as people,2,2,1.0,0.0
provides an,2,2,1.0,0.0
while supporting,2,2,1.0,0.0
the successes,2,2,1.0,0.0
to other,2,2,1.0,0.0
properties of,2,2,1.0,0.0
its profound,2,2,1.0,0.0
on various,2,2,1.0,0.0
its discovery,2,2,1.0,0.0
greater energy,2,2,1.0,0.0
and storage,4,2,2.0,0.0
"storage ,",5,2,2.5,0.5
"computing ,",3,2,1.5,0.5
", transportation",7,2,3.5,2.5
", medicine",7,2,3.5,2.5
grappling with,2,2,1.0,0.0
environmental degradation,2,2,1.0,0.0
degradation .,2,2,1.0,0.0
local contexts,2,2,1.0,0.0
all over,2,2,1.0,0.0
of cultures,3,2,1.5,0.5
ideas .,2,2,1.0,0.0
nature -,3,2,1.5,0.5
becomes a,3,2,1.5,0.5
celebrate their,2,2,1.0,0.0
inspiring others,3,2,1.5,0.5
thrives in,2,2,1.0,0.0
and inspiration,2,2,1.0,0.0
boundaries in,2,2,1.0,0.0
quest towards,2,2,1.0,0.0
the tapestry,2,2,1.0,0.0
history as,2,2,1.0,0.0
heritage .,2,2,1.0,0.0
region 's,2,2,1.0,0.0
sustainable tourism,2,2,1.0,0.0
- and,2,2,1.0,0.0
city –,3,2,1.5,0.5
world eagerly,2,2,1.0,0.0
"now ,",2,2,1.0,0.0
scientists continue,2,2,1.0,0.0
institutions worldwide,2,2,1.0,0.0
's properties,4,2,2.0,1.0
its vast,3,2,1.5,0.5
our technological,2,2,1.0,0.0
knowledge –,2,2,1.0,0.0
territories within,2,2,1.0,0.0
understanding the,2,2,1.0,0.0
year 2150,2,2,1.0,0.0
"2150 ,",2,2,1.0,0.0
city .,3,2,1.5,0.5
resilience in,3,2,1.5,0.5
the safety,3,2,1.5,0.5
and artists,2,2,1.0,0.0
artists who,2,2,1.0,0.0
divided into,2,2,1.0,0.0
had a,2,2,1.0,0.0
maintaining the,5,2,2.5,1.5
city while,2,2,1.0,0.0
"area ,",2,2,1.0,0.0
", was",2,2,1.0,0.0
and fruits,2,2,1.0,0.0
fruits to,2,2,1.0,0.0
", producing",2,2,1.0,0.0
management .,2,2,1.0,0.0
proximity to,2,2,1.0,0.0
also developed,2,2,1.0,0.0
can thrive,3,2,1.5,0.5
of scientific,2,2,1.0,0.0
"planets ,",2,2,1.0,0.0
as each,2,2,1.0,0.0
invaluable insights,2,2,1.0,0.0
mysteries and,2,2,1.0,0.0
throughout this,2,2,1.0,0.0
multiple domains,4,2,2.0,1.0
more educated,2,2,1.0,0.0
equipped to,2,2,1.0,0.0
questions concerning,2,2,1.0,0.0
colonization .,3,2,1.5,0.5
while offering,4,2,2.0,1.0
living spaces,2,2,1.0,0.0
quality .,2,2,1.0,0.0
relied on,2,2,1.0,0.0
to reduce,4,2,2.0,1.0
inspired many,2,2,1.0,0.0
organizations that,3,2,1.5,0.5
with friends,2,2,1.0,0.0
friends and,2,2,1.0,0.0
and family,2,2,1.0,0.0
essential aspect,2,2,1.0,0.0
environment and,2,2,1.0,0.0
their home,5,2,2.5,0.5
city and,3,2,1.5,0.5
education system,2,2,1.0,0.0
become well-rounded,2,2,1.0,0.0
"haven ,",2,2,1.0,0.0
advanced robotics,2,2,1.0,0.0
found their,2,2,1.0,0.0
order and,2,2,1.0,0.0
the origins,2,2,1.0,0.0
educational initiative,2,2,1.0,0.0
stars for,2,2,1.0,0.0
resources into,2,2,1.0,0.0
mars to,3,2,1.5,0.5
planets in,2,2,1.0,0.0
this event,2,2,1.0,0.0
further cemented,2,2,1.0,0.0
"expanded ,",2,2,1.0,0.0
developed technologies,2,2,1.0,0.0
for extracting,2,2,1.0,0.0
extracting valuable,2,2,1.0,0.0
"soil ,",2,2,1.0,0.0
thus reducing,2,2,1.0,0.0
's economy,3,2,1.5,0.5
economy .,3,2,1.5,0.5
", scientific",2,2,1.0,0.0
horizons beyond,2,2,1.0,0.0
flourish as,2,2,1.0,0.0
a population,2,2,1.0,0.0
various backgrounds,2,2,1.0,0.0
expertise .,2,2,1.0,0.0
and perspectives,2,2,1.0,0.0
their martian,2,2,1.0,0.0
would remain,2,2,1.0,0.0
than before,2,2,1.0,0.0
exploration among,2,2,1.0,0.0
among people,3,2,1.5,0.5
across earth,10,2,5.0,4.0
inspiring a,2,2,1.0,0.0
careers as,2,2,1.0,0.0
astrophysicists .,2,2,1.0,0.0
this renewed,2,2,1.0,0.0
medical research,2,2,1.0,0.0
on distant,2,2,1.0,0.0
– expanding,2,2,1.0,0.0
and distribution,4,2,2.0,0.0
and industries,2,2,1.0,0.0
is crucial,2,2,1.0,0.0
crucial that,2,2,1.0,0.0
new technology,2,2,1.0,0.0
disparities between,2,2,1.0,0.0
developed and,4,2,2.0,1.0
for advancing,2,2,1.0,0.0
advancing our,2,2,1.0,0.0
crucial in,2,2,1.0,0.0
suffering from,2,2,1.0,0.0
or limited,3,2,1.5,0.5
to climate,2,2,1.0,0.0
to advancements,2,2,1.0,0.0
ten years,3,2,1.5,0.5
collaboration for,2,2,1.0,0.0
grown in,2,2,1.0,0.0
experimenting with,2,2,1.0,0.0
the introduction,2,2,1.0,0.0
introduction of,2,2,1.0,0.0
new culinary,2,2,1.0,0.0
scene within,2,2,1.0,0.0
travel and,3,2,1.5,0.5
resources such,3,2,1.5,0.5
was also,2,2,1.0,0.0
wealth of,3,2,1.5,0.5
of materials,2,2,1.0,0.0
ever-growing population,2,2,1.0,0.0
"population ,",2,2,1.0,0.0
for cultural,2,2,1.0,0.0
", hosting",2,2,1.0,0.0
galaxy who,2,2,1.0,0.0
that stands,2,2,1.0,0.0
stands to,2,2,1.0,0.0
and augmented,5,2,2.5,1.5
students ',4,2,2.0,1.0
concepts .,2,2,1.0,0.0
that together,2,2,1.0,0.0
more sophisticated,2,2,1.0,0.0
waste into,2,2,1.0,0.0
's growth,3,2,1.5,0.5
the focus,2,2,1.0,0.0
younger generations,2,2,1.0,0.0
skills necessary,2,2,1.0,0.0
become even,2,2,1.0,0.0
tourists and,2,2,1.0,0.0
among those,3,2,1.5,0.5
days of,2,2,1.0,0.0
's development,2,2,1.0,0.0
acted as,2,2,1.0,0.0
an interplanetary,6,2,3.0,2.0
governing body,2,2,1.0,0.0
colonies within,2,2,1.0,0.0
collective growth,2,2,1.0,0.0
only in,2,2,1.0,0.0
throughout our,5,2,2.5,0.5
just the,2,2,1.0,0.0
", ingenuity",2,2,1.0,0.0
", resource",2,2,1.0,0.0
high quality,2,2,1.0,0.0
had become,5,2,2.5,1.5
space but,2,2,1.0,0.0
hubs where,2,2,1.0,0.0
cosmic phenomena,4,2,2.0,1.0
developed state-of-the-art,2,2,1.0,0.0
address these,2,2,1.0,0.0
remarkable advancements,2,2,1.0,0.0
interdisciplinary studies,2,2,1.0,0.0
"sciences ,",2,2,1.0,0.0
they would,2,2,1.0,0.0
equipping them,2,2,1.0,0.0
as technology,3,2,1.5,0.5
an exponential,2,2,1.0,0.0
as residents,2,2,1.0,0.0
"another ,",2,2,1.0,0.0
expanding population,2,2,1.0,0.0
that highlighted,2,2,1.0,0.0
self-sustaining ecosystems,2,2,1.0,0.0
ecosystems that,2,2,1.0,0.0
necessary resources,2,2,1.0,0.0
standard for,2,2,1.0,0.0
colony in,2,2,1.0,0.0
its untapped,2,2,1.0,0.0
called the,3,2,1.5,0.5
this interconnected,2,2,1.0,0.0
", creativity",3,2,1.5,0.5
goal :,3,2,1.5,0.5
forward in,2,2,1.0,0.0
"aspirations ,",2,2,1.0,0.0
its story,2,2,1.0,0.0
themselves as,2,2,1.0,0.0
continuous innovation,2,2,1.0,0.0
presence in,2,2,1.0,0.0
surface and,3,2,1.5,0.5
project aether,8,2,4.0,2.0
"eden ,",2,2,1.0,0.0
and contribute,3,2,1.5,0.5
to detect,2,2,1.0,0.0
effective and,2,2,1.0,0.0
and efficient,3,2,1.5,0.5
", optimizing",2,2,1.0,0.0
irrigation practices,5,2,2.5,0.5
water resources,3,2,1.5,0.5
while improving,2,2,1.0,0.0
improving crop,2,2,1.0,0.0
may play,2,2,1.0,0.0
mars or,2,2,1.0,0.0
potential use,2,2,1.0,0.0
valuable knowledge,2,2,1.0,0.0
pushed the,2,2,1.0,0.0
was possible,2,2,1.0,0.0
solar and,2,2,1.0,0.0
which allowed,3,2,1.5,0.5
"prowess ,",2,2,1.0,0.0
that celebrated,2,2,1.0,0.0
across our,2,2,1.0,0.0
only fostered,2,2,1.0,0.0
fostered a,2,2,1.0,0.0
"intelligence ,",2,2,1.0,0.0
computing .,2,2,1.0,0.0
population within,2,2,1.0,0.0
spacecraft equipped,2,2,1.0,0.0
traverse the,2,2,1.0,0.0
expanse between,2,2,1.0,0.0
further enhance,2,2,1.0,0.0
and orbital,2,2,1.0,0.0
initiatives sought,2,2,1.0,0.0
system 's,3,2,1.5,0.5
use in,2,2,1.0,0.0
materials .,2,2,1.0,0.0
this journey,2,2,1.0,0.0
made possible,6,2,3.0,2.0
possible through,6,2,3.0,2.0
breakthrough technologies,2,2,1.0,0.0
life expectancy,2,2,1.0,0.0
shared sense,2,2,1.0,0.0
became interwoven,2,2,1.0,0.0
expanding humanity,2,2,1.0,0.0
lasting connections,2,2,1.0,0.0
connections across,2,2,1.0,0.0
or hostile,2,2,1.0,0.0
of development,2,2,1.0,0.0
years since,3,2,1.5,0.5
the successful,2,2,1.0,0.0
diverse population,2,2,1.0,0.0
only provided,2,2,1.0,0.0
heritage and,2,2,1.0,0.0
allowed them,2,2,1.0,0.0
on mutual,2,2,1.0,0.0
and influence,2,2,1.0,0.0
"influence ,",2,2,1.0,0.0
strict environmental,2,2,1.0,0.0
into innovative,2,2,1.0,0.0
innovative methods,2,2,1.0,0.0
"recycling ,",2,2,1.0,0.0
and ecological,2,2,1.0,0.0
collaborated closely,3,2,1.5,0.5
with new,2,2,1.0,0.0
colonies and,2,2,1.0,0.0
had not,2,2,1.0,0.0
worlds and,2,2,1.0,0.0
underpinned by,2,2,1.0,0.0
belief in,2,2,1.0,0.0
", navigation",2,2,1.0,0.0
"navigation ,",2,2,1.0,0.0
accelerate the,2,2,1.0,0.0
the transition,2,2,1.0,0.0
", city",3,2,1.5,0.5
to extend,2,2,1.0,0.0
civilizations within,2,2,1.0,0.0
at large,2,2,1.0,0.0
large .,2,2,1.0,0.0
phase of,2,2,1.0,0.0
upon a,2,2,1.0,0.0
what we,2,2,1.0,0.0
we know,3,2,1.5,0.5
the research,2,2,1.0,0.0
began with,2,2,1.0,0.0
and deployment,2,2,1.0,0.0
deployment of,2,2,1.0,0.0
an experimental,2,2,1.0,0.0
marked a,2,2,1.0,0.0
a historic,2,2,1.0,0.0
a whole,2,2,1.0,0.0
demonstrating that,2,2,1.0,0.0
human habitation,3,2,1.5,0.5
by unparalleled,2,2,1.0,0.0
that showcased,2,2,1.0,0.0
ever-expanding universe,2,2,1.0,0.0
theories about,2,2,1.0,0.0
photosynthesis processes,2,2,1.0,0.0
light to,2,2,1.0,0.0
energy in,2,2,1.0,0.0
carbon dioxide,3,2,1.5,0.5
appears to,2,2,1.0,0.0
of producing,2,2,1.0,0.0
city residents,2,2,1.0,0.0
home while,2,2,1.0,0.0
also setting,2,2,1.0,0.0
their sights,2,2,1.0,0.0
achievements in,3,2,1.5,0.5
there was,3,2,1.5,0.5
what humanity,2,2,1.0,0.0
tapestry we,2,2,1.0,0.0
the dense,2,2,1.0,0.0
represents an,3,2,1.5,0.5
entirely new,2,2,1.0,0.0
has sparked,4,2,2.0,1.0
", could",2,2,1.0,0.0
working closely,3,2,1.5,0.5
between botanists,2,2,1.0,0.0
"botanists ,",2,2,1.0,0.0
biodiversity conservation,2,2,1.0,0.0
team noticed,2,2,1.0,0.0
at nightfall,2,2,1.0,0.0
softly in,2,2,1.0,0.0
unique ability,3,2,1.5,0.5
when sunlight,2,2,1.0,0.0
sunlight is,2,2,1.0,0.0
researchers worldwide,3,2,1.5,0.5
it challenges,2,2,1.0,0.0
similar to,2,2,1.0,0.0
effects .,4,2,2.0,1.0
the aerospace,3,2,1.5,0.5
aerospace industry,3,2,1.5,0.5
can also,2,2,1.0,0.0
unique characteristics,3,2,1.5,0.5
enhancing the,2,2,1.0,0.0
as generations,2,2,1.0,0.0
generations passed,2,2,1.0,0.0
implementation of,4,2,2.0,1.0
technology also,2,2,1.0,0.0
to improve,2,2,1.0,0.0
reduce costs,2,2,1.0,0.0
organisms like,2,2,1.0,0.0
the presence,2,2,1.0,0.0
presence of,2,2,1.0,0.0
no doubt,2,2,1.0,0.0
", chemists",2,2,1.0,0.0
"chemists ,",2,2,1.0,0.0
to unravel,4,2,2.0,0.0
unravel the,2,2,1.0,0.0
far-reaching .,2,2,1.0,0.0
emit a,2,2,1.0,0.0
the environmental,3,2,1.5,0.5
our energy,2,2,1.0,0.0
to breakthroughs,2,2,1.0,0.0
excitement surrounding,2,2,1.0,0.0
surrounding this,2,2,1.0,0.0
grove 's,10,2,5.0,4.0
or habitat,2,2,1.0,0.0
. upon,2,2,1.0,0.0
these plants,3,2,1.5,0.5
continue pushing,2,2,1.0,0.0
respective fields,2,2,1.0,0.0
stand on,2,2,1.0,0.0
us –,2,2,1.0,0.0
scattered across,2,2,1.0,0.0
enthralled by,2,2,1.0,0.0
habitat destruction,2,2,1.0,0.0
destruction .,2,2,1.0,0.0
have come,2,2,1.0,0.0
and protecting,3,2,1.5,0.5
also ensure,2,2,1.0,0.0
", prioritizing",2,2,1.0,0.0
this incredible,2,2,1.0,0.0
"phenomenon ,",2,2,1.0,0.0
curiosity that,2,2,1.0,0.0
that drives,2,2,1.0,0.0
with far-reaching,2,2,1.0,0.0
shining beacon,2,2,1.0,0.0
costs significantly,2,2,1.0,0.0
significantly .,2,2,1.0,0.0
or industrial,2,2,1.0,0.0
industrial applications,2,2,1.0,0.0
by incorporating,4,2,2.0,1.0
", electric",3,2,1.5,0.5
power systems,4,2,2.0,1.0
such technology,2,2,1.0,0.0
would further,2,2,1.0,0.0
shared understanding,4,2,2.0,1.0
photovoltaic cells,4,2,2.0,0.0
a breakthrough,2,2,1.0,0.0
be uncovered,2,2,1.0,0.0
biodiversity and,4,2,2.0,1.0
lighting systems,2,2,1.0,0.0
and urban,2,2,1.0,0.0
that seemed,2,2,1.0,0.0
started to,3,2,1.5,0.5
in light,2,2,1.0,0.0
light of,2,2,1.0,0.0
characteristics .,2,2,1.0,0.0
adapt to,2,2,1.0,0.0
for plant,2,2,1.0,0.0
plant growth,2,2,1.0,0.0
plants .,2,2,1.0,0.0
were launched,2,2,1.0,0.0
for research,2,2,1.0,0.0
a treasure,3,2,1.5,0.5
's climate,2,2,1.0,0.0
doubt that,2,2,1.0,0.0
gain valuable,2,2,1.0,0.0
maintaining healthy,2,2,1.0,0.0
healthy and,2,2,1.0,0.0
an endeavor,2,2,1.0,0.0
driving forward,2,2,1.0,0.0
advancements that,2,2,1.0,0.0
climate and,3,2,1.5,0.5
dug deeper,2,2,1.0,0.0
they began,3,2,1.5,0.5
unravel its,2,2,1.0,0.0
it might,2,2,1.0,0.0
deep-sea creatures,2,2,1.0,0.0
attempting to,2,2,1.0,0.0
parallels between,2,2,1.0,0.0
consumption while,3,2,1.5,0.5
artificial lighting,2,2,1.0,0.0
and entertainment,2,2,1.0,0.0
entertainment .,2,2,1.0,0.0
began seeking,2,2,1.0,0.0
their lives,2,2,1.0,0.0
lives while,2,2,1.0,0.0
simultaneously enhancing,2,2,1.0,0.0
global warming,2,2,1.0,0.0
they discovered,2,2,1.0,0.0
discovered that,2,2,1.0,0.0
organisms in,2,2,1.0,0.0
", seeking",2,2,1.0,0.0
such a,2,2,1.0,0.0
unique environment,2,2,1.0,0.0
by studying,2,2,1.0,0.0
studying these,2,2,1.0,0.0
these relationships,2,2,1.0,0.0
the lush,2,2,1.0,0.0
scientists believe,2,2,1.0,0.0
for building,2,2,1.0,0.0
communication technology,2,2,1.0,0.0
processing speeds,2,2,1.0,0.0
by enabling,4,2,2.0,1.0
systems within,2,2,1.0,0.0
"result ,",2,2,1.0,0.0
would have,3,2,1.5,0.5
is expected,2,2,1.0,0.0
expected to,2,2,1.0,0.0
in progress,2,2,1.0,0.0
unity –,2,2,1.0,0.0
came together,3,2,1.5,0.5
this collective,2,2,1.0,0.0
"tourism ,",2,2,1.0,0.0
enough to,6,2,3.0,0.0
concerns and,2,2,1.0,0.0
quality and,2,2,1.0,0.0
reduce the,3,2,1.5,0.5
the heat,2,2,1.0,0.0
heat island,3,2,1.5,0.5
island effect,2,2,1.0,0.0
effect in,2,2,1.0,0.0
in densely,2,2,1.0,0.0
densely populated,2,2,1.0,0.0
cities .,2,2,1.0,0.0
efforts within,2,2,1.0,0.0
within local,2,2,1.0,0.0
a central,2,2,1.0,0.0
to one,2,2,1.0,0.0
ventured deeper,2,2,1.0,0.0
an ever-present,2,2,1.0,0.0
rich biodiversity,3,2,1.5,0.5
address global,2,2,1.0,0.0
an ethos,2,2,1.0,0.0
as interstellar,3,2,1.5,0.5
centuries to,2,2,1.0,0.0
with unwavering,2,2,1.0,0.0
humanity towards,2,2,1.0,0.0
future filled,2,2,1.0,0.0
with boundless,2,2,1.0,0.0
any known,2,2,1.0,0.0
through innovation,2,2,1.0,0.0
"diversity ,",2,2,1.0,0.0
all life,4,2,2.0,1.0
industries while,2,2,1.0,0.0
stewardship on,2,2,1.0,0.0
"spacecraft ,",2,2,1.0,0.0
instill a,2,2,1.0,0.0
", public",2,2,1.0,0.0
on both,3,2,1.5,0.5
to resonate,3,2,1.5,0.5
resonate throughout,4,2,2.0,1.0
era defined,2,2,1.0,0.0
consciousness and,3,2,1.5,0.5
stewardship among,3,2,1.5,0.5
stories about,2,2,1.0,0.0
plant and,2,2,1.0,0.0
by exposing,2,2,1.0,0.0
exposing children,2,2,1.0,0.0
children to,2,2,1.0,0.0
these concepts,2,2,1.0,0.0
public interest,2,2,1.0,0.0
to instill,2,2,1.0,0.0
revolutionary technology,2,2,1.0,0.0
it a,2,2,1.0,0.0
power converters,2,2,1.0,0.0
that drastically,2,2,1.0,0.0
drastically reduce,2,2,1.0,0.0
loss during,2,2,1.0,0.0
"transmission ,",2,2,1.0,0.0
industrial processes,2,2,1.0,0.0
all thanks,3,2,1.5,0.5
their pioneering,2,2,1.0,0.0
efforts that,2,2,1.0,0.0
have forever,2,2,1.0,0.0
forever altered,2,2,1.0,0.0
had previously,2,2,1.0,0.0
previously been,2,2,1.0,0.0
increasingly prevalent,2,2,1.0,0.0
backgrounds to,2,2,1.0,0.0
planet while,2,2,1.0,0.0
shape the,2,2,1.0,0.0
parallel with,3,2,1.5,0.5
worldwide began,2,2,1.0,0.0
specifically to,3,2,1.5,0.5
forward our,2,2,1.0,0.0
shared goals,3,2,1.5,0.5
around earth,2,2,1.0,0.0
the wisdom,3,2,1.5,0.5
instead of,3,2,1.5,0.5
age marked,2,2,1.0,0.0
to unfold,2,2,1.0,0.0
from an,2,2,1.0,0.0
aimed not,3,2,1.5,0.5
our relationship,2,2,1.0,0.0
across disciplines,3,2,1.5,0.5
intricate web,3,2,1.5,0.5
", artists",2,2,1.0,0.0
reverberated through,2,2,1.0,0.0
through every,2,2,1.0,0.0
of possibility,2,2,1.0,0.0
protect the,3,2,1.5,0.5
and wonder,2,2,1.0,0.0
trials and,3,2,1.5,0.5
and tribulations,5,2,2.5,1.5
"tribulations ,",2,2,1.0,0.0
us toward,3,2,1.5,0.5
foundation for,2,2,1.0,0.0
and it,2,2,1.0,0.0
circular economies,2,2,1.0,0.0
as time,2,2,1.0,0.0
time marched,2,2,1.0,0.0
marched on,2,2,1.0,0.0
by utilizing,3,2,1.5,0.5
materials from,2,2,1.0,0.0
outer space,3,2,1.5,0.5
may we,3,2,1.5,0.5
remember that,2,2,1.0,0.0
our greatest,2,2,1.0,0.0
lies not,2,2,1.0,0.0
for nature,2,2,1.0,0.0
's intricate,7,2,3.5,0.5
intricate tapestry,3,2,1.5,0.5
to disrupt,3,2,1.5,0.5
to reimagine,2,2,1.0,0.0
reimagine our,2,2,1.0,0.0
awareness and,2,2,1.0,0.0
deeply within,2,2,1.0,0.0
a greater,3,2,1.5,0.5
for dialogue,2,2,1.0,0.0
between humanity,4,2,2.0,0.0
humanity and,7,2,3.5,0.5
embrace a,2,2,1.0,0.0
with our,3,2,1.5,0.5
diverse ecosystems,4,2,2.0,0.0
promoting collaboration,2,2,1.0,0.0
to forge,2,2,1.0,0.0
from research,2,2,1.0,0.0
